Row Labels,Average of lat,Average of lon,Sum of Valuation,Sum of Fee Amount,Size
116 Bungalow Terr,-76.18592141,43.03109304,22600,539,3
1462 State St S,-76.14695651,43.03155542,22600,395,3
211 (173-180) Lambreth Ln 1500 Colvin St E,-76.12215315,43.01573066,22620,467,3
314 Van Rensselaer St,-76.16610099,43.05296355,22660,198,3
413-17 Warren St S,-76.15081076,43.04663871,22700,538,3
1517 Teall Ave,-76.12371703,43.06992848,22750,543,3
312 Standish Dr,-76.10436027,43.03329111,22798,110,3
149 Wente Terr,-76.16005384,43.01032048,22800,460,3
308-18 Crouse Ave N & Lodi St,-76.13650098,43.05367736,22800,864,3
605 Sedgwick Dr,-76.13381091,43.06971444,22800,334,3
SU Abroad 106 Walnut Pl,-76.133559,43.04345652,22800,411,3
1725 James St,-76.12237589,43.06577075,22900,370,3
135-39 Gertrude St & Lodi St,-76.13786477,43.05443117,22968,372,3
Crouse College 100 Crouse Dr,-76.13663,43.038506,22980,730,3
105 Sedgwick Dr,-76.1299509,43.0623667,23000,407,3
1100-02 Cannon St & Calthrop Ave,-76.14574224,43.01552316,23000,445,3
1412 Midland Ave,-76.15195665,43.02490263,23000,395,3
1830 Bellevue Ave,-76.18413087,43.0327646,23000,628,3
200 Wainwright Ave,-76.13349791,43.07528258,23000,403,3
311 Marguerite Ave,-76.1592851,43.01968835,23000,395,3
3650 Midland Ave,-76.14809461,43.00378345,23000,370,3
418 Seeley Rd,-76.10444723,43.04961419,23000,542,3
501 Oswego St & Gifford St,-76.16387501,43.04283074,23000,375,3
106 Borden Ave W,-76.14745495,43.02782883,23045,458,3
405 Hiawatha Blvd E,-76.16512952,43.07389282,23184.92,483,3
301-03 Midler Ave S & Glencove R,-76.10467389,43.06396578,23200,751,3
309 Allen St,-76.11695702,43.04682009,23222,170,3
414 Crawford Ave,-76.10909457,43.03681408,23285,417,3
416 Crawford Ave,-76.10921373,43.03663417,23400,434,3
940 Meadowbrook Dr,-76.11112299,43.03352799,23408,369,3
125 Hopper Rd,-76.15899807,43.00211573,23500,466,3
1402 Midland Ave & Beard Ave W,-76.15191748,43.02523743,23500,435,3
447 Shonnard St,-76.16998753,43.04073164,23500,435,3
129 Stafford Ave,-76.11260351,43.06756963,23600,510,3
259 Fenway Dr,-76.11040431,43.0464127,23700,535,3
1157-59 Cannon St,-76.14511202,43.01468746,23750,435,3
416 Monticello Dr N,-76.13869061,43.004786,23750,435,3
L-206 - Jos A Bank 306 Hiawatha Blvd W,-76.17168775,43.06840227,23780,2068,3
645 Cumberland Ave,-76.11253692,43.03350972,23796,453,3
99 State St S & Water St E &,-76.14716955,43.0505475,23860,449,3
226 Vann St,-76.11866861,43.05599505,23900,460,3
413 Seeley Rd,-76.10383542,43.0500155,23900,410,3
2714 Genesee St E,-76.10836893,43.04285244,23950,419,3
106 Bradford Pkwy & Scottholm,-76.10761544,43.04198166,23985,116,3
2600-22 James St & Woodbine Ave,-76.1100033,43.06834927,23988.42,610,3
208 Twin Hills Dr To Stinard,-76.17364024,43.02471018,23999,414,3
1049 Ackerman Ave,-76.12383102,43.03056913,24000,205,3
111 Gertrude St,-76.13923193,43.05385927,24000,612,3
132 Wente Terr,-76.15935074,43.01100166,24000,513,3
1704 Geddes St S,-76.17600844,43.03051282,24000,506,3
2021 South Ave,-76.16190318,43.01764536,24000,800,3
316-18 North Ave,-76.11383653,43.07243678,24000,547,3
447 Bryant Ave,-76.18722765,43.04397491,24000,549,3
903-35 Canal St,-76.12636964,43.05153658,24000,512,3
729 Beech St S,-76.12024055,43.04081504,24100,461,3
750 James St To Wayne St,-76.14126762,43.05541872,24156.02,478,3
105 Emerson Ave,-76.18443472,43.04766118,24200,471,3
260 Wheaton Rd & Fordham Rd,-76.12636711,43.07093314,24200,597,3
130 Walton St,-76.15522848,43.04808756,24250,584,3
217 Hurlburt Rd,-76.10059309,43.04016312,24288,279,3
1011-17 Harrison St To Walnut Ave,-76.13319639,43.0443961,24300,510,3
165 Lynhurst Ave W,-76.14405077,43.01486547,24325,551,3
1235-37 Avery Ave,-76.20008341,43.05892603,24400,475,3
1239 Avery Ave,-76.2000832,43.05901895,24400,475,3
516-18 Onondaga Ave,-76.16458343,43.028792,24425,425,3
1337 Butternut St,-76.14388027,43.07056517,24500,490,3
522 Onondaga Ave,-76.16458217,43.02868132,24500,425,3
3200 Burnet Ave & Hasbrouck St,-76.09325459,43.06059684,24587,440,3
131 Doll Pkwy & Beaumont Pl,-76.08758446,43.04458575,24680,467,3
625 Hiawatha Blvd W,-76.17505967,43.06277267,24737,371,3
127 Luddington St,-76.09735789,43.06322498,24800,528,3
124 Alden St,-76.13500153,43.01929344,24854,721,3
222 Dewitt Rd,-76.08078229,43.0365966,24856,535,3
241-43 Coolidge Ave,-76.16351407,43.03196624,24890,400,3
1900 Euclid Ave,-76.10334905,43.03551894,24923,265,3
131 Clover St,-76.15850208,43.03412245,25000,450,3
131 Glenwood Ave,-76.16252414,43.01901293,25000,795,3
1701-05 Grant Blvd & Wadsworth St,-76.13958989,43.07198728,25000,465,3
203 Fitch St,-76.17014235,43.03610485,25000,400,3
220 Davis St,-76.17170781,43.03935255,25000,510,3
3150 Midland Ave,-76.14866976,43.00907035,25000,489,3
316 Townsend St N & Willow St,-76.14662253,43.05433269,25000,535,3
322-26 Furman St,-76.15483856,43.03037958,25000,450,3
326 Wolf St To Commonwealth A,-76.1637291,43.07154091,25000,465,3
421 Spencer St & Van Renssela,-76.1659974,43.0563596,25000,492,3
520 Pond St & Carbon St,-76.1507814,43.06668428,25000,597,3
613-17 Erie Blvd W,-76.16494861,43.04818438,25000,565,3
629 Winton St & Herbst Ave,-76.12520731,43.05882915,25000,425,3
638 Genesee St W To Belden Av,-76.16190881,43.0539987,25000,450,3
703 Van Rensselaer St,-76.167703,43.059018,25000,465,3
725 Van Rensselaer St,-76.167613,43.060448,25000,465,3
739-45 Genesee St W,-76.164639,43.053213,25000,465,3
319 Clairmonte Ave,-76.16917737,43.02974176,25100,489,3
122 Sedgwick Rd,-76.13198967,43.06840956,25190,671,3
727-29 Crouse Ave S,-76.13619229,43.04200406,25250,710,3
120 Academy St,-76.15194465,42.99899109,25300,839,3
156 Collingwood Ave S,-76.1081462,43.06702479,25337,484,3
219 Hayden Ave,-76.19752237,43.05357041,25400,415,3
160-70 Polk St,-76.09185947,43.05339173,25500,614,3
210 Shonnard St,-76.16146084,43.04170407,25500,465,3
471-81 Oswego Blvd,-76.15322075,43.05422432,25518,669,3
500-24 Butternut St & Mcbride St,-76.14791762,43.05886468,25606,609,3
126 Holden St,-76.18161792,43.03678931,25649,540,3
1120 Westmoreland Ave,-76.1143049,43.03194353,25700,170,3
409-11 Brookford Rd,-76.09856283,43.03682507,25746,227,3
1017 Lancaster Ave,-76.12263665,43.03151051,25800,352,3
217 Hampton Rd,-76.12449674,43.06713754,25800,516,3
202 Catherine St & Burnet Ave,-76.14219271,43.05235573,25900,1111,3
208 Champlin Dr,-76.10245264,43.05993292,25926,164,3
105 Dudley St,-76.16915837,43.03642726,26000,89,3
2115 Salina St S & Colvin St E,-76.14532779,43.02590983,26000,0,3
300 Second North St & Court S,-76.15504653,43.07354035,26000,465,3
330 Montgomery St,-76.14990587,43.04761958,26000,386,3
623 Division St E,-76.15007986,43.06280258,26000,465,3
610 Mcbride St N,-76.14624133,43.05654897,26100,539,3
101 College Pl & University P,-76.13147074,43.03906971,26176,1205,3
130 Schiller Ave & Wadsworth,-76.13953751,43.07115247,26200,472,3
167 Palmer Ave,-76.16249672,43.0336571,26200,597,3
105-07 Victoria Pl,-76.11881315,43.04087156,26300,0,3
904 First North St,-76.15184212,43.07063649,26326,650,3
126 South Ave,-76.15967407,43.03839245,26400,495,3
559 State Fair Blvd Rear,-76.19545435,43.06374327,26400,296,3
930 James St,-76.13720132,43.05717044,26426,356,3
119 Academy Pl,-76.15164249,42.99685993,26500,504,3
1620 Genesee St W,-76.18771649,43.05293784,26500,0,3
610 Stinard Ave,-76.17449023,43.02737718,26500,546,3
133-35 Pulaski St,-76.17192208,43.05831758,26600,625,3
4862-74 Salina St S,-76.14407048,42.998685,26600,0,3
1000-04 Hawley Ave & Mather St,-76.12893003,43.05517197,26700,555,3
608-18 Oswego St & Shonnard St,-76.16471362,43.04168106,26700,515,3
111 Hier Ave,-76.14119098,43.06364011,26900,505,3
102 Kenwick Dr,-76.13507752,43.07311233,27000,430,3
117 Lincoln Pk Dr,-76.13175968,43.05817906,27000,540,3
1387 Colvin St E Rear,-76.12595895,43.0277773,27000,619,3
2401-07 James St & North Ave,-76.11329017,43.06898173,27000,234,3
351-53 Kennedy St W,-76.15581521,43.02825367,27000,505,3
359 Midler Ave S,-76.10453551,43.06243261,27000,430,3
501 Spencer St & Van Renssela,-76.16671032,43.05648935,27000,416,3
B213 - 1 Carousel Center Dr,-76.17397479,43.0697886,27000,810,3
330 Scott Ave,-76.10786023,43.0366601,27100,554,3
115-17 Martin St,-76.14820909,43.0781142,27126,478,3
3501 James St & Walter Dr & La,-76.09831871,43.0697387,27184.7,1153,3
311 Sunrise Dr & Lynn Dr,-76.13773554,42.99388888,27210,641,3
"Marion and Kimmel Hall 305 Waverly Ave & 
Walnut Ave",-76.13139711,43.04089987,27248,388,3
336 Ainsley Dr & Jamesville A,-76.12508199,43.00946217,27392,145,3
271 Bryant Ave,-76.18292145,43.04560804,27500,562,3
1416 Willis Ave To Emerson Ave,-76.19753324,43.06166576,27563.67,247,3
152 Cresline Dr,-76.10027228,43.06274301,27700,397,3
320 Hawley Ave,-76.14065016,43.05292025,27750,706,3
200 Lowell Ave N & Ulster St,-76.18309479,43.04939565,27800,482,3
222 Edgemont Dr,-76.08725685,43.03920243,27800,470,3
515 Plum St To Solar St,-76.15923395,43.05666316,27800,369,3
247-59 Fayette St W & Franklin S,-76.15552359,43.048429,27838.71,2049.75,3
222 Goodrich Ave,-76.1275924,43.01797769,27846,530,3
111 Pierce St,-76.14891953,43.01150277,27850,471,3
111 Pharis St,-76.19092351,43.05485728,27900,495,3
250 Greenwood Pl,-76.12297404,43.04074337,27900,640,3
920 Cumberland Ave,-76.11329142,43.02841753,27909,445,3
500 Hiawatha Blvd E & First N,-76.16323038,43.07526313,27992,522,3
1710-18 Grant Blvd & Worden Ave,-76.14011005,43.07243119,28000,502,3
224 Glen Ave W & Midland Ave,-76.14728756,43.0055209,28000,649,3
3060 Erie Blvd E & Headson Dr,-76.08450799,43.05501768,28000,510,3
324 Harford Rd,-76.14599742,43.08372117,28000,70,3
511-13 State St N,-76.151593,43.05545019,28000,1325,3
709 Lodi St,-76.139046,43.055383,28000,1881,3
385 Onondaga St W,-76.15638279,43.04067406,28020,648,3
216-18 Genesee St W To Clinton S,-76.15422505,43.05170917,28235.32,609,3
210-14 Fayette Blvd,-76.09998669,43.04883442,28300,517,3
1429 James St & Durston Ave,-76.12752353,43.06323511,28395,485,3
340 Bruce St,-76.11214459,43.04678633,28400,581,3
4837 Salina St s,-76.142025,42.9997007,28462,720,3
840 Salt Springs Rd,-76.10221061,43.04621798,28500,619,3
B212 - Subway 1 Carousel Center Dr,-76.17397479,43.0697886,28650,1479,3
452 Grant Blvd & Teall Ave,-76.12306412,43.07227794,28702.99,546,3
206 Walnut Pl,-76.1336235,43.04212106,28771.55,685,3
113 Cheney St,-76.16260167,43.02967711,28800,627,3
527-29 Clarendon St,-76.12270781,43.03860311,28901,761,3
2842-46 Salina St S,-76.14339793,43.0199139,28930,795,3
124 Richard Rd,-76.20280182,43.02553245,29000,546,3
1367 Burnet Ave,-76.119993,43.054968,29000,667,3
639 Burnet Ave,-76.13474261,43.05240646,29000,515,3
102 Headson Dr,-76.0875868,43.05484948,29175,780,3
314-16 Cadwell St,-76.17640946,43.03729374,29250,687,3
200-84 Cortland Ave & Oxford St,-76.15326074,43.03524825,29300,1320,3
100 Intrepid Lane & Brighton,-76.12975691,43.00313529,29429.58,558,3
1038-40 Onondaga St W,-76.16873798,43.03436106,29500,525,3
1200 Hawley Ave & Fairview Ave,-76.12703796,43.05520937,29500,585,3
200-252 Westmoreland Ave To Ives,-76.11577974,43.04959421,29500,738,3
206 Highland St,-76.1397823,43.058446,29500,475,3
545-47 Park Ave,-76.16613239,43.05158089,29500,500,3
206-08 Niagara St,-76.16234887,43.04645099,29800,1085,3
821 Cadillac St,-76.1459741,43.08295669,29800,631,3
236-68 Onondaga St E To Madison,-76.14992678,43.04593075,29984,328,3
1036 Genesee St W,-76.172475,43.05405926,30000,500,3
119 Crescent Ave To Kennedy S,-76.15897701,43.02818867,30000,540,3
1502 Erie Blvd E To Lombard Av,-76.12557495,43.04935816,30000,580,3
161 Milford Dr E & Northcliff,-76.09602004,43.0674966,30000,567,3
161-213 Richmond Ave,-76.16897335,43.04932602,30000,540,3
317 Bear St & Park St,-76.16203885,43.06947407,30000,560,3
320 Tracy St & Leavenworth Av,-76.16329123,43.05021436,30000,540,3
M-100 - BCBG 306 Hiawatha Blvd W,-76.17168775,43.06840227,30000,288,3
121 Amherst Ave,-76.14370096,43.02339696,30110,345,3
707 Mountainview Ave,-76.09195743,43.05133719,30250,555,3
401 Clinton St S,-76.15354141,43.04773027,30300,945,3
99X01 - Forever 21 1 Carousel Center Dr,-76.17397479,43.0697886,30300,582,3
500 Brookford Rd At Woodside,-76.0976944,43.03373949,30403.21,301,3
1001 Hiawatha Blvd W & State F,-76.18428235,43.05574248,30500,233,3
266 Seneca Tnpk W,-76.1497388,43.00268092,30500,496,3
410-18 Crouse Ave S,-76.13728645,43.04592503,30535,342,3
501-15 Crouse Ave S & Madison St,-76.13613406,43.04479842,30690,613,3
400 Hawley Ave & Howard St,-76.1392872,43.05299552,30700,673,3
980 Hiawatha Blvd W,-76.18450283,43.05708213,30700,660,3
3446 Burnet Ave,-76.0886494,43.06102068,30883,932,3
114 Ruskin Ave,-76.16847702,43.03194751,30982,515,3
701 Geddes St S & Shonnard St,-76.17195747,43.04059571,31051,921,3
400-20 Leavenworth Ave To Maltbi,-76.16332118,43.05631347,31065.55,454,3
2215 Genesee St E,-76.11660769,43.04603352,31200,166,3
201 Brampton Rd & Coldbrook D,-76.14014968,42.99270326,31300,615,3
462-74 Salina St S To Clinton St,-76.15330671,43.0451039,31497,343,3
143 Fillmore Ave,-76.14099155,43.01005859,31500,639,3
335 Valley Dr & Keen Pl,-76.15938081,43.01504134,31954,617,3
317-19 Salina St S To Bank Alley,-76.15215118,43.04809894,32000,547,3
423 Valley Dr To  Medora Pl,-76.15824048,43.01408552,32000,570,3
599 Salina St S & Adams St E,-76.15167857,43.04336192,32000,0,3
825 Genesee St E To Irving Av,-76.13850766,43.04731931,32000,677,3
Goldstein Faculty Center 401 University Pl,-76.13226711,43.03963785,32059.65,394,3
2430-50 James St & Forest Hill Dr,-76.11210982,43.068228,32099,912,3
315 Merriman Ave,-76.16925418,43.03983062,32120,620,3
1340 Lancaster Ave & Lancaster,-76.12296559,43.02716721,32128,626,3
301 Atlantic Ave & Girard Ave,-76.15320096,43.01049953,32220,545,3
404-06 Douglas St,-76.13845444,43.06068483,32241,378,3
122-26 Genesee St E,-76.15182931,43.05003058,32250,1001,3
560-62 Oakwood Ave,-76.14531582,43.03201647,32300,630,3
104 Oak Pl,-76.13308027,43.0561471,32325,226,3
329 Fayette St W To Walton St,-76.1568187,43.04833462,32462.4,1222,3
130 Maplewood Ave,-76.14302829,42.98784105,32500,679,3
Tolley Humanities Bldg 120 Crouse Dr,-76.134874,43.038409,32943,480,3
1004-08 Adams St E To Crouse Ave,-76.13634376,43.04232526,33000,625,3
150 Culbert St,-76.14963581,43.07237808,33000,710,3
150-52 Midler Ave N,-76.10541555,43.07035909,33000,714,3
650 Hiawatha Blvd W,-76.18138241,43.06459658,33000,792,3
609 Geddes St S,-76.17174356,43.041574,33300,640,3
FC09 - Arby's 1 Carousel Center Dr,-76.17397479,43.0697886,33300,1107,3
1901 Glenwood Ave To Winkworth,-76.19116115,43.02675129,33629,438,3
961 Canal St,-76.12427808,43.05213461,33638,606,3
205 Rigi Ave,-76.1049629,43.07108188,33787,199,3
807 First North St,-76.15149915,43.06989294,33865,752,3
1206 Harrison St,-76.12983778,43.04380379,34000,575,3
700 Winkworth Pkwy & Richard,-76.20274666,43.02406803,34000,614,3
701 Van Rensselaer St & Kirpa,-76.169039,43.059797,34000,600,3
837-935 Hiawatha Blvd E & Sixth N,-76.16049459,43.08067336,34040,1143,3
215 Scottholm Blvd,-76.11000139,43.04272439,34200,588,3
810 Hiawatha Blvd E & Fourth,-76.16019628,43.07891971,34450,764,3
117 Boyden St,-76.12716317,43.06015276,34590,620,3
812 Salina St N To Isabella S,-76.15438588,43.06248533,34650,739,3
322 Hawley Ave,-76.14046383,43.05291779,34700,757,3
222 Bryant Ave,-76.18192405,43.0464959,34800,828,3
610 Allen St,-76.11729119,43.04111726,34800,749,3
1101-05 Wolf St & Sixth North St,-76.15753178,43.08079293,35000,616.5,3
1125 Salt Springs Rd & Audubon,-76.09554804,43.04781521,35000,590,3
123 Larned St To Temple St,-76.15531368,43.04016449,35000,644,3
206 Wyoming St & Marcellus St,-76.16094296,43.04693354,35000,616.5,3
405 Hawley Ave & Gertrude St,-76.13904264,43.05337595,35000,590,3
523 Marcellus St & Seneca St,-76.166649,43.045601,35000,615,3
753 Salina St N To Lock Aly,-76.1546105,43.06124859,35000,814,3
829-31 Genesee St W,-76.167727,43.05299243,35000,655,3
912 Erie Blvd W,-76.173949,43.04824,35026,605,3
4341 Salina St S,-76.14315551,43.00568165,35120,607,3
1908 Euclid Ave & Bradford Pkw,-76.10268931,43.03603202,35148,275,3
2792 Erie Blvd E & Lime St,-76.09495455,43.05415036,35199,732,3
107 Michaels Ave,-76.14985002,43.07584774,35200,844,3
132-34 Hasbrouck St,-76.09412868,43.06144222,35200,641,3
422 Seeley Rd & Ridgeway Ave,-76.10443684,43.0494945,35300,787,3
D206 - Nail Trix 1 Carousel Center Dr,-76.17397479,43.0697886,35472,249,3
103 Oxford St & Cortland Ave,-76.15253,43.033784,35500,759,3
507-17 Townsend St S,-76.1442334,43.04641837,35500,732,3
M-204 - Dress Barn 306 Hiawatha Blvd W,-76.17168775,43.06840227,35600,1286,3
609 Kirkpatrick St,-76.15443658,43.06890874,35900,715,3
900 Butternut St & Park St,-76.14387581,43.06306867,35913,967,3
118 Jaclyn Dr,-76.14529816,42.9863525,36000,590,3
121 Hastings Pl,-76.1179148,43.0666307,36000,381,3
"Unit 112 109-15 Fordham Rd & Dorchester to 
Gra",-76.12475012,43.07027423,36000,209,3
203 Sedgwick Dr,-76.13073956,43.06343074,36100,571,3
200 Jefferson St W,-76.1555222,43.04701198,36200,352,3
220 Green St,-76.13883109,43.05478137,36200,1184,3
161 Lafayette Rd,-76.13039409,42.99753331,36405,1048,3
3300 James St & Mosley Dr,-76.10119719,43.06851041,36436,648,3
120-154 Cortland Ave & Tallman St,-76.1510106,43.03712545,36500,508,3
1616 Salina St N,-76.16454298,43.06962997,36500,648,3
"K104 - Watch & Jewelry Co. 1 Destiny USA 
Dr",-76.17397479,43.0697886,36600,1062,3
1011 Water St E & University A,-76.13558003,43.05041319,36700,673,3
2028 Park St,-76.1676879,43.07270156,36700,853,3
723 James St To Willow St E,-76.14307807,43.05572702,36785,647,3
172 Parkway Dr,-76.16267009,43.02457627,36800,682,3
300 Audubon Pkwy & Hazelwood,-76.09678411,43.05272526,36860,714,3
329 Rowland St,-76.17703987,43.03548975,37000,623,3
3644 Midland Ave,-76.14809503,43.00396733,37200,739,3
667 Clinton St N,-76.15730089,43.05839183,37390,1623,3
121 Tejah Ave,-76.12511078,43.01404029,37500,423,3
"FC02 - Lids (Old: Cyberstation) 1 Carousel 
Center Dr",-76.17397479,43.0697886,37500,1335,3
505 Hillsdale Ave & Caleb Ave,-76.10801032,43.05899648,38000,736,3
202 Edna Rd,-76.13982833,42.98480497,38400,620,3
504 Stafford Ave,-76.11249752,43.05845338,38460,107,3
1204 Harrison St,-76.13002914,43.04380544,38500,650,3
248-50 Furman St,-76.15267085,43.03101908,38500,660,3
248 Bryant Ave,-76.18258201,43.04624639,38564,247,3
324-26 South Ave,-76.15965307,43.03561337,38634,679.5,3
200-40 Oneida St & Adams St W,-76.15472082,43.04127077,38771.55,1874,3
301 Slocum Ave,-76.16050473,43.04024477,38900,679.5,3
303 Slocum Ave,-76.16035294,43.04013493,38900,679.5,3
101 Bradford La & Euclid Ave,-76.10553086,43.03449653,39000,100,3
215 Slocum Ave,-76.16069998,43.04039476,39000,679.5,3
"Playing Fields, Courts 100 Euclid Ave & 
Comstock Ave",-76.13102147,43.03543954,39000,659,3
260 Woodbine Ave,-76.11039659,43.06431787,39200,751,3
A107 - Lenscrafters 1 Carousel Center Dr,-76.17397479,43.0697886,39345,339,3
238 Division St W & Solar St,-76.15930591,43.05880611,39500,378,3
Walnut Hall 809 Walnut Ave & Marshall St,-76.13215909,43.04169053,39748,257,3
112-14 Rose Ave,-76.14526543,43.03636822,39800,815,3
704 Stolp Ave,-76.17617455,43.03019891,39800,750,3
421 Warner Ave,-76.15115997,43.02142303,39850,732,3
559 Buckingham Ave,-76.12034025,43.02248452,39866,612,3
121 Edgehill Rd,-76.10395842,43.04526491,40000,156,3
1605 Erie Blvd E to Teall Ave,-76.122919,43.049552,40000,144,3
163-67 Solar St,-76.1595906,43.05795994,40000,695,3
171 Solar St & Division St W,-76.15978312,43.0580961,40000,695,3
259 Matson Ave W & Midland Av,-76.14773171,43.01285239,40000,750,3
